BorrName,BorrStreet,BorrCity,BorrState,BorrZip,BorrID,LoanStatus,GrossApproval,SBAGuaranteed,InterestRate,TermMonths,ApprovalFiscalYear,ApprovalDate,DisbursementDate,Days2Funded,MaturityDate,Status,COFiscalYear,COAmount,PrinBalanceCollected,CODate,DaysRemainingAtCO,MonthsRemainingAtCO,NaicsCode,NaicsDescription,JobsSupported,DeliveryMethod,subpgmdesc,BankName,BankStreet,BankCity,BankState,BankZip
"VICTOR 12, INC.",2000 N ALAFAYA TRL STE 300,ORLANDO,FL,32826,6250,EXEMPT,3161500,2371125,6.5,120,2018,11/13/17,11/30/17,17,10/9/27,0,,,,,,,611430,Professional and Management Development Training,36,PLP,Guaranty,Regions Bank,1900 5th Ave North,BIRMINGHAM,AL,35203
"MHI HOLDINGS, INC.",34745 TRANQUIVIEW LN,DADE CITY,FL,33523,6254,EXEMPT,1386500,1039875,5,216,2018,10/10/17,10/27/17,17,7/25/35,0,,,,,,,481219,Other Nonscheduled Air Transportation,0,PLP,Guaranty,Regions Bank,1900 5th Ave North,BIRMINGHAM,AL,35203
"Melimar Company, Inc.",5402 W Linebaugh Ave,Tampa,FL,33624,6345,PIF,1000000,900000,4.65,12,2016,9/14/16,10/1/16,17,9/26/17,0,,,,,,,423830,Industrial Machinery and Equipment Merchant Wholesalers,19,EWCP,Revolving Line of Credit Exports - Sec. 7(a) (14),Regions Bank,1900 5th Ave North,BIRMINGHAM,AL,35203
"PTAINGUYEN, INC.",3105 N TAMIAMI TRAIL,SARASOTA,FL,34234,6570,EXEMPT,250000,187500,6,300,2014,4/14/14,5/1/14,17,12/21/38,0,,,,,,,812113,Nail Salons,10,SLA,Lender Advantage Initiative,Regions Bank,1900 5th Ave North,BIRMINGHAM,AL,35203
"ATLANTIC ENGINEERING SOLUTION,",136 GLEN CULLEN CIR,JUPITER,FL,33458,6707,PIF,75000,37500,7.75,72,2011,10/15/10,11/1/10,17,9/30/16,0,,,,,,,443120,Computer and Software Stores,2,SBA EXPRES,FA$TRK (Small Loan Express),Regions Bank,1900 5th Ave North,BIRMINGHAM,AL,35203
"M.D. SCIENCE LAB, L.L.C.",500 SW 12TH AVE,DEERFIELD BEACH,FL,33442,6715,PIF,150000,75000,7.75,84,2010,9/14/10,10/1/10,17,8/25/17,0,,,,,,,445299,All Other Specialty Food Stores,26,SBA EXPRES,FA$TRK (Small Loan Express),Regions Bank,1900 5th Ave North,BIRMINGHAM,AL,35203
SOUTHWEST FLORIDA REGIONAL IMA,329 E OLYMPIA AVE,PUNTA GORDA,FL,33950,6721,PIF,1820000,1365000,6.99,120,2010,7/15/10,8/1/10,17,6/9/20,0,,,,,,,621512,Diagnostic Imaging Centers,60,PLP,Guaranty,Regions Bank,1900 5th Ave North,BIRMINGHAM,AL,35203
Angel's Restaurant & Jerk Cent,3380 Martin Luther King Blvd,Fort Myers,FL,33916,6956,EXEMPT,85500,72675,7.25,180,2012,11/14/11,12/1/11,17,9/13/26,0,,,,,,,722211,Limited-Service Restaurants,6,OTH 7A,Guaranty,Preferred Community Bank,"4379 Colonial Blvd, Ste 100",FORT MYERS,FL,33966
RK Group LLC,1848 Patterson Ave,DELAND,FL,32724,7034,EXEMPT,972000,729000,5.6,240,2016,7/15/16,8/1/16,17,4/18/36,0,,,,,,,336611,Ship Building and Repairing,0,PLP,Guaranty,"PNC Bank, National Association",222 Delaware Ave,WILMINGTON,DE,19801
"Design Center at the Avenues,",4508 Southside,Jacksonville,FL,32216,7186,EXEMPT,1766000,1324500,5.25,60,2012,3/15/12,4/1/12,17,3/6/17,0,,,,,,,442210,Floor Covering Stores,25,OTH 7A,Standard Asset Based,Ameris Bank,24 Second Ave SE,MOULTRIE,GA,31768
"Rapidfire Restaurants, LLC",125 Merritt Island Causeway,Merritt Island,FL,32952,7303,EXEMPT,114000,96900,6,120,2012,12/15/11,1/1/12,17,11/9/21,0,,,,,,,722211,Limited-Service Restaurants,12,OTH 7A,Guaranty,Pinnacle Bank,1113 Saxon Blvd,ORANGE CITY,FL,32763
"Mosaic RBT, LLC.",7446 Gall Blvd,ZEPHYRHILLS,FL,33541,7360,PIF,426000,319500,4.5,132,2016,10/15/15,11/1/15,17,9/4/26,0,,,,,,,722513,Limited-Service Restaurants,0,PLP,Guaranty,Ameris Bank,24 Second Ave SE,MOULTRIE,GA,31768
"GIGA Solutions, Inc.",4638 THORNLEA RD,ORLANDO,FL,32817,7464,EXEMPT,500000,375000,6.25,120,2017,9/13/17,9/30/17,17,8/9/27,0,,,,,,,524210,Insurance Agencies and Brokerages,10,PLP,Guaranty,Paradise Bank,2420 N Federal Hwy,BOCA RATON,FL,33431
"Ancon Management Corp, Ancon T",2901 North Federal Highway,Boca Raton,FL,33431,7587,PIF,3816000,2862000,4.75,300,2011,9/14/11,10/1/11,17,5/22/36,0,,,,,,,721110,Hotels (except Casino Hotels) and Motels,15,OTH 7A,Guaranty,Paradise Bank,2420 N Federal Hwy,BOCA RATON,FL,33431
"Windjammer Development, Inc. (","25081 Bernwood Suite 1, 2 & 3",Bonita Springs,FL,34135,7652,EXEMPT,930000,837000,6,300,2010,10/15/09,11/1/09,17,6/23/34,0,,,,,,,541310,Architectural Services,13,PLP,Guaranty,Pacific Western Bank,"9701 Wilshire Blvd, Ste 700",BEVERLY HILLS,CA,90212
Somika Holdings LLC,1223 N. Federal Highway,HOLLYWOOD,FL,33020,7781,EXEMPT,650000,487500,5.5,300,2016,7/15/16,8/1/16,17,3/23/41,0,,,,,,,721110,Hotels (except Casino Hotels) and Motels,2,PLP,Guaranty,NOA Bank,2385 Pleasant Hill Rd,DULUTH,GA,30096
"Thomas Designs, Inc.",1021 West Oak Street Suite C,Kissimmee,FL,34741,8317,EXEMPT,150000,127500,6,120,2015,11/14/14,12/1/14,17,10/9/24,0,,,,,,,448190,Other Clothing Stores,9,SLA,Lender Advantage Initiative,McCoy FCU,1900 McCoy Rd,ORLANDO,FL,32806
Department 60 Inc.,1000 S Ocean Blvd Apt 4C,Pompano Beach,FL,33062,8362,EXEMPT,150000,112500,5.55,68,2016,9/26/16,10/13/16,17,5/15/22,0,,,,,,,541810,Advertising Agencies,3,SLA,Lender Advantage Initiative,Manufacturers and Traders Trust Company,"One M & T Plaza, 15th Fl",BUFFALO,NY,14203
"Armellino Agency, Inc.",1304 NW FEDERAL HWY,STUART,FL,34994,8399,EXEMPT,450000,337500,6.1,120,2018,11/13/17,11/30/17,17,10/9/27,0,,,,,,,524210,Insurance Agencies and Brokerages,10,PLP,Guaranty,Live Oak Banking Company,1741 Tiburon Dr,WILMINGTON,NC,28403
"First Financial Strategies, LL",698 N. Maitland Avenue Suite,MAITLAND,FL,32751,8418,EXEMPT,1900000,1425000,6.25,120,2017,7/14/17,7/31/17,17,6/9/27,0,,,,,,,523930,Investment Advice,0,PLP,Guaranty,Live Oak Banking Company,1741 Tiburon Dr,WILMINGTON,NC,28403
Medicine Shoppe Deland,319 South Woodland Boulevard,DELAND,FL,32720,8531,EXEMPT,320000,240000,5.75,120,2016,10/15/15,11/1/15,17,9/9/25,0,,,,,,,446110,Pharmacies and Drug Stores,8,SLA,Lender Advantage Initiative,Live Oak Banking Company,1741 Tiburon Dr,WILMINGTON,NC,28403
Tiffany Square Dental,2828 S. McCall Rd,ENGLEWOOD,FL,34224,8664,PIF,192000,144000,5.25,300,2012,8/15/12,9/1/12,17,4/23/37,0,,,,,,,621210,Offices of Dentists,11,PLP,Guaranty,Live Oak Banking Company,1741 Tiburon Dr,WILMINGTON,NC,28403
"Marco Island Cable, Inc and Nu",914B Park Avenue,Marco Island,FL,34145,8816,PIF,512000,384000,5.5,60,2012,6/14/12,7/1/12,17,6/5/17,0,,,,,,,515210,Cable and Other Subscription Programming,20,PLP,Guaranty,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114
"Marco Island Cable, Inc and Nu",914B Park Avenue,Marco Island,FL,34145,8817,PIF,2075000,1556250,5.5,120,2012,6/14/12,7/1/12,17,5/10/22,0,,,,,,,515210,Cable and Other Subscription Programming,20,PLP,Guaranty,KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114
"Delta Latitude, Inc.",2801 Estero Blvd R,Fort Myers Beach,FL,33907,8844,PIF,100000,50000,6,84,2010,7/15/10,8/1/10,17,6/25/17,0,,,,,,,511110,Newspaper Publishers,7,SBA EXPRES,FA$TRK (Small Loan Express),KeyBank National Association,127 Public Sq,CLEVELAND,OH,44114
Brito & Son Transport Inc,5438 W 22ND CT,HIALEAH GARDENS,FL,33016,8990,EXEMPT,54000,27000,8.75,84,2017,9/13/17,9/30/17,17,8/24/24,0,,,,,,,484121,"General Freight Trucking, Long Distance, Truckload",10,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Northside Adjusters, LLC",5881 NW 151ST ST STE 105,MIAMI LAKES,FL,33014,9020,EXEMPT,44000,22000,10.3,84,2017,8/14/17,8/31/17,17,7/25/24,0,,,,,,,524291,Claims Adjusting,4,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Marazul Enterprises Inc,11248 Nw 3rd Ter,MIAMI,FL,33172,9059,EXEMPT,40000,20000,9.55,84,2017,6/13/17,6/30/17,17,5/24/24,0,,,,,,,484121,"General Freight Trucking, Long Distance, Truckload",1,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
FILS FILS LLC,7900 Harbor Island DR APT 142,NORTH BAY VILLAGE,FL,33141,9394,EXEMPT,75000,37500,7.55,84,2016,4/14/16,5/1/16,17,3/26/23,0,,,,,,,454111,Electronic Shopping,0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
IN'DULGENCE NAIL SPA 'LLC.',6978 22nd Ave N,SAINT PETERSBURG,FL,33710,9681,EXEMPT,45000,22500,7.3,84,2015,1/15/15,2/1/15,17,12/26/21,0,,,,,,,812113,Nail Salons,6,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
"Dot & Fluid Express, Corp.",6914 NW 51st St,MIAMI,FL,33166,10115,PIF,30000,15000,8.75,84,2013,5/15/13,6/1/13,17,4/25/20,0,,,,,,,423710,Hardware Merchant Wholesalers,0,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Gensa Medical LLC,4596 NW 97th Pl,MIAMI,FL,33178,10767,PIF,50000,25000,7.25,84,2010,4/14/10,5/1/10,17,3/25/17,0,,,,,,,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesal",1,SBA EXPRES,FA$TRK (Small Loan Express),"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240
Embassy Investment VII - Coral,711 S. Atlantic Boulevard,Ormond Beach,FL,32176,11260,PIF,4798500,3598875,6,300,2014,11/14/13,12/1/13,17,7/23/38,0,,,,,,,721110,Hotels (except Casino Hotels) and Motels,0,PLP,Guaranty,HomeBanc,3701 W Lake Mary Blvd,LAKE MARY,FL,32746
"ADVENTURE ACADEMY, LLC",9001 Dr. Martin Luther King,St. Petersburg,FL,33702,11485,EXEMPT,341000,255750,6,300,2016,10/15/15,11/1/15,17,6/22/40,0,,,,,,,624410,Child Day Care Services,2,PLP,Guaranty,Gulf Coast Bank and Trust Company,200 St. Charles Ave,NEW ORLEANS,LA,70130
"Inspired By Holdings, LLC",128 E Magnolia Ave,Eustis,FL,32726,11708,EXEMPT,751300,563475,5.5,300,2015,11/14/14,12/1/14,17,7/23/39,0,,,,,,,812990,All Other Personal Services,17,OTH 7A,Guaranty,"Florida Capital Bank, National Association","10151 Deerwood Park Blvd, Ste",JACKSONVILLE,FL,32256
"DLC Veterinary Centers, LLC",3421 LAKELAND HILLS BLVD,LAKELAND,FL,33805,11796,EXEMPT,1103000,827250,6,300,2018,11/13/17,11/30/17,17,7/22/42,0,,,,,,,541940,Veterinary Services,6,PLP,Guaranty,Firstrust Savings Bank,15 E Ridge Pike,CONSHOHOCKEN,PA,19428
QBIK INSURANCE INC.,5701 SUNSET DR STE 256,SOUTH MIAMI,FL,33143,12023,EXEMPT,75000,63750,7,120,2017,9/13/17,9/30/17,17,8/9/27,0,,,,,,,524210,Insurance Agencies and Brokerages,2,PLP,Guaranty,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772
"Abstract Electronics, Inc.",11526 53RD ST N,CLEARWATER,FL,33760,12073,EXEMPT,350000,262500,6.75,120,2017,5/14/17,5/31/17,17,4/9/27,0,,,,,,,334419,Other Electronic Component Manufacturing,30,PLP,Guaranty,First Home Bank,9190 Seminole Blvd,SEMINOLE,FL,33772
"Dalton Insurance Agency, LLC",1319 Illinois Ave.,LYNN HAVEN,FL,32444,12338,EXEMPT,200000,150000,6,300,2015,4/28/15,5/15/15,17,1/4/40,0,,,,,,,524210,Insurance Agencies and Brokerages,4,PLP,Guaranty,First Federal Bank of Florida,4705 W US Hwy 90,LAKE CITY,FL,32055
"The Solanki Company, LLC",660 Amador Lane U3,West Palm Beach,FL,33401,12662,EXEMPT,469400,352050,5.46,120,2018,12/14/17,12/31/17,17,11/9/27,0,,,,,,,722515,Snack and Nonalcoholic Beverage Bars,25,PLP,Guaranty,Fifth Third Bank,38 Fountain Sq Plz,CINCINNATI,OH,45263
AE Engineering Inc.,PMB 175 1038-5 Dunn Avenue.,Jacksonville,FL,32218,13136,PIF,150000,135000,6,84,2010,2/12/10,3/1/10,17,1/23/17,0,,,,,,,541330,Engineering Services,16,PLP,Guaranty,Fidelity Bank,"3490 Piedmont Rd, Ste 124",ATLANTA,GA,30305
Tapatios Restaurante Mexicano,6645 S. Florida Avenue,Lakeland,FL,33813,13258,EXEMPT,484500,363375,6,120,2016,10/15/15,11/1/15,17,9/9/25,0,,,,,,,722511,Full-Service Restaurants,20,OTH 7A,Guaranty,Entegra Bank,14 One Center Ct,FRANKLIN,NC,28734
"Ameriway Insurance, LLC",-4 Baymeadows Road,Jacksonville,FL,32256,13677,EXEMPT,415000,311250,5.75,120,2016,8/15/16,9/1/16,17,7/11/26,0,,,,,,,524210,Insurance Agencies and Brokerages,5,OTH 7A,Guaranty,Crestmark Bank,"5480 Corporate Dr, Ste 350",TROY,MI,48098
GENERAL GRAPHICS CORP,2785 LLOYD ROAD,JACKSONVILLE,FL,32254,14079,PIF,136300,68150,4.91,84,2015,1/15/15,2/1/15,17,12/26/21,0,,,,,,,323120,Support Activities for Printing,43,SBA EXPRES,FA$TRK (Small Loan Express),Compass Bank,15 S 20th St,BIRMINGHAM,AL,35233
ALLEN'S ALL AROUND AUTO REPAIR,6634 BLANDING BLVD,JACKSONVILLE,FL,32244,14115,EXEMPT,25000,12500,6.94,84,2014,5/15/14,6/1/14,17,4/25/21,0,,,,,,,811111,General Automotive Repair,2,SBA EXPRES,FA$TRK (Small Loan Express),Compass Bank,15 S 20th St,BIRMINGHAM,AL,35233
VERACITY SALON,700 BAYFRONT PKWY,PENSACOLA,FL,32502,14177,EXEMPT,10000,5000,9.75,84,2013,8/15/13,9/1/13,17,7/26/20,0,,,,,,,812112,Beauty Salons,10,SBA EXPRES,FA$TRK (Small Loan Express),Compass Bank,15 S 20th St,BIRMINGHAM,AL,35233
"The Sutton Building, LLC and T",365 Cypress Drive,Tequesta,FL,33469,14195,PIF,232000,174000,5.64,300,2013,6/14/13,7/1/13,17,2/20/38,0,,,,,,,541940,Veterinary Services,1,PLP,Guaranty,Compass Bank,15 S 20th St,BIRMINGHAM,AL,35233
"WENDY BIGGS DBA WENDY BIGGS, D",12850 NE 130TH AVE.,ARCHER,FL,32618,14278,PIF,45000,22500,5.92,60,2012,2/13/12,3/1/12,17,2/3/17,0,,,,,,,541940,Veterinary Services,1,SBA EXPRES,FA$TRK (Small Loan Express),Compass Bank,15 S 20th St,BIRMINGHAM,AL,35233
Needlepoint Alley of Palm Beac,1201 US Highway 1,N Palm Beach,FL,33408,14546,EXEMPT,55000,27500,4.5,84,2016,1/15/16,2/1/16,17,12/26/22,0,,,,,,,451130,"Sewing, Needlework, and Piece Goods Stores",0,SBA EXPRES,FA$TRK (Small Loan Express),Comerica Bank,1717 Main St,DALLAS,TX,75201
American Imaging of Southwest,Harborview Rd.,Port Charlotte,FL,33980,14799,EXEMPT,2325000,1743750,5.75,120,2016,9/14/16,10/1/16,17,8/10/26,0,,,,,,,621512,Diagnostic Imaging Centers,15,OTH 7A,Guaranty,Central Bank,20701 Bruce B Downs Blvd,TAMPA,FL,33647
"Sarasota Airport Hospitality,",900 University Pkwy,Sarasota,FL,34234,14936,PIF,2120000,1590000,6,300,2014,2/12/14,3/1/14,17,10/21/38,0,,,,,,,721110,Hotels (except Casino Hotels) and Motels,14,OTH 7A,Guaranty,"CenterState Bank, National Association",1101 First St South,WINTER HAVEN,FL,33880
"K 4 Mims, LLC",4412 SR 46,MIMS,FL,32754,14954,PIF,332000,249000,5.75,90,2013,7/15/13,8/1/13,17,12/22/20,0,,,,,,,722513,Limited-Service Restaurants,30,SLA,Lender Advantage Initiative,"CenterState Bank, National Association",1101 First St South,WINTER HAVEN,FL,33880
Acapulco Tropical Investments,5612 14th Street,Bradenton,FL,34207,15014,EXEMPT,2333000,1749750,6.75,300,2018,11/20/17,12/7/17,17,7/29/42,0,,,,,,,445110,Supermarkets and Other Grocery (except Convenience) Stores,35,PLP,Guaranty,Centennial Bank,620 Chestnut St,CONWAY,AR,72032
"Colonial Precast Concrete, LLC",5250 LINWOOD RD,PLACIDA,FL,33946,15080,EXEMPT,5000000,3750000,5.75,156,2015,9/14/15,10/1/15,17,7/24/28,0,,,,,,,327390,Other Concrete Product Manufacturing,62,OTH 7A,Guaranty,Centennial Bank,620 Chestnut St,CONWAY,AR,72032
"Firkins & Gyles, LLC",640 East Main St.,Lakeland,FL,33801,15135,EXEMPT,175000,131250,6,80,2014,2/12/14,3/1/14,17,9/25/20,0,,,,,,,312120,Breweries,11,SLA,Lender Advantage Initiative,Centennial Bank,620 Chestnut St,CONWAY,AR,72032
"Bar Fitness Tampa, LLC",4721 Lodestone Drive,Tampa,FL,33615,15188,EXEMPT,243000,182250,6,120,2013,2/12/13,3/1/13,17,1/8/23,0,,,,,,,713940,Fitness and Recreational Sports Centers,9,PLP,Guaranty,Centennial Bank,620 Chestnut St,CONWAY,AR,72032
J&W All American General Store,1740 E Venice Avenue #16,VENICE,FL,34292,15224,PIF,100000,50000,6,98,2012,6/14/12,7/1/12,17,7/19/20,0,,,,,,,452990,All Other General Merchandise Stores,4,SBA EXPRES,FA$TRK (Small Loan Express),Centennial Bank,620 Chestnut St,CONWAY,AR,72032
Cari Group LLC,20515 E Country Club Dr Apt 7,MIAMI,FL,33180,15432,EXEMPT,50000,42500,6.75,120,2017,4/13/17,4/30/17,17,3/9/27,0,,,,,,,722330,Mobile Food Services,4,PLP,Guaranty,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
"522AS, LLC",151 SW 7th Street,MIAMI,FL,33130,15517,EXEMPT,150000,127500,6.25,120,2016,9/14/16,10/1/16,17,8/10/26,0,,,,,,,713940,Fitness and Recreational Sports Centers,6,PLP,Guaranty,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
"Wisdom Method Enterprises, LLC",1846 Spring Lake Road,FRUITLAND PARK,FL,34731,15607,EXEMPT,30000,25500,7,120,2016,12/15/15,1/1/16,17,11/9/25,0,,,,,,,611699,All Other Miscellaneous Schools and Instruction,60,SLA,Lender Advantage Initiative,Celtic Bank Corporation,"268 S State St, Ste 300",SALT LAKE CITY,UT,84111
Rohaley &amp; Sons Plumbing Co,Danley Dr #1,Fort Myers,FL,33907,16114,EXEMPT,492900,369675,6.25,120,2016,7/15/16,8/1/16,17,6/10/26,0,,,,,,,238220,"Plumbing, Heating, and Air-Conditioning Contractors",15,OTH 7A,Guaranty,Busey Bank,100 W University Ave,CHAMPAIGN,IL,61824
WORTHINGTON MILLWORK LLC,2405 RUTH HENTZ AVE,PANAMA CITY,FL,32405,16291,EXEMPT,50000,25000,8.15,84,2012,11/14/11,12/1/11,17,10/25/18,0,,,,,,,444110,Home Centers,0,SBA EXPRES,FA$TRK (Small Loan Express),Branch Banking and Trust Company,200 W Second St,WINSTON SALEM,NC,27101
HGH Enterprises LLC,12408 N OLA AVE,TAMPA,FL,33612,16573,EXEMPT,124000,105400,8.25,84,2017,7/14/17,7/31/17,17,6/24/24,0,,,,,,,624410,Child Day Care Services,16,CA,Community Advantage Initiative,"Black Business Investment Fund of Central Florida, Inc.",Capital Plaza Two,Orlando,FL,32801
WGI Telecom Inc,1313 Shotgun Road,FORT LAUDERDALE,FL,33326,16598,PIF,650000,585000,2.5,12,2014,2/12/14,3/1/14,17,2/24/15,0,,,,,,,423690,Other Electronic Parts and Equipment Merchant Wholesalers,10,EWCP,Revolving Line of Credit Exports - Sec. 7(a) (14),Banesco USA,"150 Alhambra Circle, Ste 100",CORAL GABLES,FL,33134
"GEM OVERSTOCK, LLC",6313  68TH ST E,BRADENTON,FL,34203,16725,EXEMPT,1027800,770850,7,120,2018,12/14/17,12/31/17,17,11/9/27,0,,,,,,,454111,Electronic Shopping,9,PLP,Guaranty,"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
PALM BEACH VOCATIONAL INSTITUT,901 N Congress Ave C-201,BOYNTON BEACH,FL,33426,16730,EXEMPT,100000,50000,7,84,2018,11/13/17,11/30/17,17,10/24/24,0,,,,,,,611310,"Colleges, Universities, and Professional Schools",1,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
ORLANDO PREOWNED LLC,3701 W. Colonial Dr,ORLANDO,FL,32808,16771,EXEMPT,1409000,1056750,6.25,240,2017,4/13/17,4/30/17,17,1/15/37,0,,,,,,,441120,Used Car Dealers,3,PLP,Guaranty,"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Suzanna Dotson, MD, P.A.",4410 W Oakland Park,FORT LAUDERDALE,FL,33313,16840,EXEMPT,100000,50000,6,60,2016,4/15/16,5/2/16,17,4/6/21,0,,,,,,,621111,Offices of Physicians (except Mental Health Specialists),2,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
Go International Logisitics Co,6095 NW 167th Street Suite D-,HIALEAH,FL,33015,16922,EXEMPT,100000,50000,5.75,84,2015,4/14/15,5/1/15,17,3/25/22,0,,,,,,,452990,All Other General Merchandise Stores,8,SBA EXPRES,FA$TRK (Small Loan Express),"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Hi Tech Printing Systems, Inc.",3410 NE 6th Terrace,POMPANO BEACH,FL,33064,17044,PIF,2942000,2206500,5.5,174,2014,11/14/13,12/1/13,17,3/17/28,0,,,,,,,323111,Commercial Gravure Printing,25,PLP,Guaranty,"BankUnited, National Association",14817 Oak Lane,MIAMI LAKES,FL,33016
"Mesh, LLC",2524 30th Ave North.,Saint petersburg,FL,33713,17429,PIF,276500,207375,6,120,2011,7/15/11,8/1/11,17,6/9/21,0,,,,,,,541410,Interior Design Services,32,PLP,Guaranty,Bank of the Ozarks,17901 Chenal Pkwy,LITTLE ROCK,AR,72223
Long Tire and Auto Center,2523 Bell Shoals Rd..,Valrico,FL,33596,17463,PIF,850000,765000,5.5,120,2010,2/12/10,3/1/10,17,1/8/20,0,,,,,,,441320,Tire Dealers,20,PLP,Guaranty,Bank of the Ozarks,17901 Chenal Pkwy,LITTLE ROCK,AR,72223
"Elizabeth &amp; June Property,","1607 Ponce De Leon Blvd, Ste",Coral Gables,FL,33134,17500,EXEMPT,357500,268125,4.53,300,2017,8/14/17,8/31/17,17,4/22/42,0,,,,,,,621112,"Offices of Physicians, Mental Health Specialists",0,PLP,Guaranty,"Bank of America, National Association","100 N Tryon St, Ste 170",CHARLOTTE,NC,28202
"C & C Interactive, LLC","2227 N. Federal Highway, Suit",Hollywood,FL,33020,512,CHGOFF,100000,90000,5.5,51,2010,1/14/10,2/1/10,18,4/11/14,1,2012,99458,542,12/10/12,487,16,561311,Employment Placement Agencies,12,PATRIOT EX,Patriot Express,SunTrust Bank,25 Park Place NE,ATLANTA,GA,30303
K. Brooke LLC,1817 Thomasville Rd. Ste 520,TALLAHASSEE,FL,32303,677,EXEMPT,240000,180000,5.55,84,2016,1/14/16,2/1/16,18,12/26/22,0,,,,,,,448120,Women's Clothing Stores,6,SLA,Lender Advantage Initiative,Whitney Bank,2510 14th St,GULFPORT,MS,39501
"DeTect, Inc.",1022 W 23rd Street Suite 620,Panama City,FL,32405,717,EXEMPT,3000000,2700000,3.75,12,2015,10/10/14,10/28/14,18,10/23/15,0,,,,,,,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Sy",75,EWCP,Revolving Line of Credit Exports - Sec. 7(a) (14),Whitney Bank,2510 14th St,GULFPORT,MS,39501
"Premier Eye Center, Inc.",1870 Forest Hill Boulevard,West Palm Beach,FL,33406,827,EXEMPT,250000,187500,6.25,120,2013,12/14/12,1/1/13,18,11/10/22,0,,,,,,,621320,Offices of Optometrists,5,PLP,Guaranty,Vision One CU,3279 Ramos Cir,SACRAMENTO,CA,95827
Power Chiropractic,516 S. Dixie Hwy.,West palm beach,FL,33408,1031,EXEMPT,329200,296280,4.75,120,2010,5/14/10,6/1/10,18,4/9/20,0,,,,,,,621310,Offices of Chiropractors,3,PLP,Guaranty,Valley National Bank,615 Main Ave,PASSAIC,NJ,7055
ELENA M SOLIS GONZALEZ D.M.D.,12002 SW 128TH CT #210,MIAMI,FL,33186,1117,EXEMPT,435000,326250,7.25,300,2017,7/13/17,7/31/17,18,3/22/42,0,,,,,,,621210,Offices of Dentists,4,PLP,Guaranty,United Community Bank,177 Hwy 515 E,BLAIRSVILLE,GA,30512
OLCOTT SPINE INSTITUTE INCORPO,6200 Topsail Road,LADY LAKE,FL,32159,1166,EXEMPT,150000,75000,5.5,66,2015,5/14/15,6/1/15,18,11/1/20,0,,,,,,,621310,Offices of Chiropractors,2,SBA EXPRES,FA$TRK (Small Loan Express),United Bank,11185 Fairfax Blvd,FAIRFAX,VA,22030
HOTEL MANAGEMENT OF PT. CHARLO,1941 TAMIAMI TRAIL,PORT CHARLOTTE,FL,33948,1537,PIF,755000,566250,6,300,2011,2/11/11,3/1/11,18,10/21/35,0,,,,,,,721110,Hotels (except Casino Hotels) and Motels,20,OTH 7A,Guaranty,"Titan Bank, National Association",1701 E Hubbard St,MINERAL WELLS,TX,76067
Natura Cruise Sales & Services,5015 Georgia Av,WEST PALM BEACH,FL,33405,1586,EXEMPT,404000,303000,6,300,2016,3/14/16,4/1/16,18,11/21/40,0,,,,,,,311920,Coffee and Tea Manufacturing,1,OTH 7A,Guaranty,The Oculina Bank,"4450 24th Ave, Ste 101",VERO BEACH,FL,32967
"Lejeune Plastic Surgery, LLC",564 North West 42nd Avenue,Miam,FL,33134,1819,EXEMPT,1349700,1012275,6,108,2012,8/14/12,9/1/12,18,7/16/21,0,,,,,,,621111,Offices of Physicians (except Mental Health Specialists),16,OTH 7A,Guaranty,The First National Bank of South Miami,5750 Sunset Dr South,SOUTH MIAMI,FL,33143
