BorrName,BorrStreet,BorrCity,BorrState,BorrZip,BusinessType,BankName,BankStreet,BankCity,BankState,BankZip,GrossApproval,SBAGuaranteedApproval,ApprovalDate,ApprovalFiscalYear,FirstDisbursementDate,DeliveryMethod,subpgmdesc,InitialInterestRate,TermInMonths,NaicsCode,NaicsDescription,LoanStatus,Status,ChargeOffDate,GrossChargeOffAmount,RevolverStatus,JobsSupported
"FITNESS EQUIPMENT SPECIALIST,",203 N Lord Ave,CARPENTERSVILLE,IL,60110,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,55000,27500,3/30/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),7.7,84,451110,Sporting Goods Stores,COMMIT,0,,0,1,4
D Line Logistics Inc,1410 BISON LN,HOFFMAN ESTATES,IL,60192,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,222500,111250,3/30/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),8.1,84,484121,"General Freight Trucking, Long Distance, Truckload",COMMIT,0,,0,1,5
HARDROC INC.,596 CHADDICK DR,WHEELING,IL,60090,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,24000,12000,3/30/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),7.95,84,327991,Cut Stone and Stone Product Manufacturing,COMMIT,0,,0,0,0
FREIGHT UNION INCORPORATED,5105 TOLLVIEW DR STE 190,ROLLING MEADOWS,IL,60008,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,116100,58050,3/29/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),6.5,84,484121,"General Freight Trucking, Long Distance, Truckload",COMMIT,0,,0,0,27
All American Paper Co.,14 PLAZA DR,WESTMONT,IL,60559,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,350000,262500,3/29/18,2018,,PLP,Guaranty,5,120,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,COMMIT,0,,0,0,6
"CSMEF ENTERPRISES, LLC",701 N MILWAUKEE AVE STE 180,VERNON HILLS,IL,60061,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,210000,105000,3/28/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),7.95,84,812199,Other Personal Care Services,COMMIT,0,,0,0,26
"CMCKS, LLC",450 MCHENRY RD,BUFFALO GROVE,IL,60089,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,71300,35650,3/27/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),7.8,120,722511,Full-Service Restaurants,COMMIT,0,,0,0,0
TECHNIFY INC,318 W ADAMS ST STE 1600,CHICAGO,IL,60606,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,150000,75000,3/26/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),6.8,84,561330,Employee Leasing Services,COMMIT,0,,0,1,6
X-MAS COMPANY,3205 N Wilke Rd Ste 114,Arlington Heights,IL,60004,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,32000,16000,3/23/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),7.95,84,484110,"General Freight Trucking, Local",COMMIT,0,,0,0,1
Dime Logistics Inc.,9009 GOLF RD Apt 3E,DES PLAINES,IL,60016,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,29000,14500,3/23/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),9.95,84,484121,"General Freight Trucking, Long Distance, Truckload",COMMIT,0,,0,0,3
"Rachel Paige, LLC",13510 and 13522 West Rockland,LAKE BLUFF,IL,60044,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,419200,314400,3/22/18,2018,,PLP,Guaranty,6,240,561730,Landscaping Services,COMMIT,0,,0,0,0
"MAXWELL LOGISTICS, INC.",1986 DUNMORE PL,HOFFMAN ESTATES,IL,60169,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,20000,10000,3/15/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),9.4,84,484121,"General Freight Trucking, Long Distance, Truckload",COMMIT,0,,0,1,2
"MAXWELL LOGISTICS, INC.",1986 Dunmore Pl,HOFFMAN ESTATES,IL,60169,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,46500,23250,3/15/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),8.2,84,484121,"General Freight Trucking, Long Distance, Truckload",COMMIT,0,,0,0,2
Chicago Duffy LLC,"300 N State St, Ste EE",CHICAGO,IL,60654,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,79000,39500,3/14/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),5,84,532411,"Commercial Air, Rail, and Water Transportation Equipment Rental and Le",COMMIT,0,,0,0,5
JMF Support Services LLC,858 Center Ct Unit D,SHOREWOOD,IL,60404,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,85000,42500,3/13/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),6.45,84,541618,Other Management Consulting Services,COMMIT,0,,0,1,2
"Bizar Entertainment, Inc.",151 S Pfingsten Rd Ste S,DEERFIELD,IL,60015,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,15000,7500,3/8/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),10.9,84,711510,"Independent Artists, Writers, and Performers",COMMIT,0,,0,0,2
"MTI Enterprises, Inc",380 N CLARENDON AVE,LOMBARD,IL,60148,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,75000,37500,3/8/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),9,84,524291,Claims Adjusting,COMMIT,0,,0,1,15
"Bizar Entertainment, Inc.",151 S Pfingsten Rd Ste S,DEERFIELD,IL,60015,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,85000,42500,3/8/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),9,84,711510,"Independent Artists, Writers, and Performers",COMMIT,0,,0,1,2
"Fujimura Hospitality, Inc.",3111 W WELLINGTON AVE,CHICAGO,IL,60618,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,50000,25000,3/7/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),9.15,84,541613,Marketing Consulting Services,COMMIT,0,,0,1,0
"Gangwon International, Inc",7240 W TOUHY AVE,CHICAGO,IL,60631,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,25000,12500,3/2/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),9.4,84,424490,Other Grocery and Related Products Merchant Wholesalers,COMMIT,0,,0,1,1
"EADEN COMMUNICATIONS, LLC",4312 BRONK CORNER,PLAINFIELD,IL,60586,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,25000,12500,3/1/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),9.4,84,238210,Electrical Contractors,COMMIT,0,,0,1,4
Moody Blues Jean Boutique Inc,1844 E Lincoln Hwy,NEW LENOX,IL,60451,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,25000,12500,3/1/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),7.9,84,448140,Family Clothing Stores,COMMIT,0,,0,0,0
The CryoBar Bucktown LLC,1917 N DAMEN AVE,CHICAGO,IL,60647,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,137100,116535,3/1/18,2018,,PLP,Guaranty,5.75,84,713940,Fitness and Recreational Sports Centers,COMMIT,0,,0,0,10
"Firstfruits, LLC",418 E Maude Ave,ARLINGTON HEIGHTS,IL,60004,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,57000,28500,2/21/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),7.7,84,236118,Residential Remodelers,COMMIT,0,,0,1,0
P Rizz Ventures LLC,3444 N Hoyne Ave Unit 3,Chicago,IL,60618,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,25000,12500,2/9/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),10.55,84,511210,Software Publishers,COMMIT,0,,0,1,2
Midwest Speech Therapy P.C,124 OAK HILL DR,WOOD DALE,IL,60191,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,50000,25000,2/7/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),11,84,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologi",COMMIT,0,,0,1,0
"Abbeyfeale, Inc",6448 N MILWAUKEE AVE UNIT 1,CHICAGO,IL,60631,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,25000,12500,2/5/18,2018,2/28/18,SBA EXPRES,FA$TRK (Small Loan Express),9.9,84,722410,Drinking Places (Alcoholic Beverages),EXEMPT,0,,0,0,0
"Abbeyfeale, Inc",6448 N MILWAUKEE AVE UNIT 1,CHICAGO,IL,60631,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,25000,12500,2/5/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),11,84,722410,Drinking Places (Alcoholic Beverages),COMMIT,0,,0,1,0
"A2Z Healthcare Services, LLC",15347 S 70th Ct,ORLAND PARK,IL,60462,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,215000,107500,2/5/18,2018,2/7/18,SBA EXPRES,FA$TRK (Small Loan Express),8.6,84,621610,Home Health Care Services,EXEMPT,0,,0,1,4
"The Impact Foundry, Inc.",ON578 WOODLAWN ST,WHEATON,IL,60187,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,50000,25000,2/1/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),8.65,84,541611,Administrative Management and General Management Consulting Services,COMMIT,0,,0,1,2
Imperial Caviar LLC,182 N HARBOR DR,CHICAGO,IL,60601,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,25000,12500,1/30/18,2018,2/28/18,SBA EXPRES,FA$TRK (Small Loan Express),9.25,84,424460,Fish and Seafood Merchant Wholesalers,EXEMPT,0,,0,1,4
Gold Edge Supply Inc,1849 ELMDALE AVE,GLENVIEW,IL,60026,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,50000,25000,1/30/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),8.65,84,423840,Industrial Supplies Merchant Wholesalers,CANCLD,0,,0,1,3
Gold Edge Supply Inc,1849 ELMDALE AVE,GLENVIEW,IL,60026,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,50000,25000,1/30/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),8.65,84,423840,Industrial Supplies Merchant Wholesalers,COMMIT,0,,0,1,3
IR Landscaping & Tree Removal,472 S Commonwealth Ave,ELGIN,IL,60123,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,50000,25000,1/29/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),8.65,84,561730,Landscaping Services,COMMIT,0,,0,1,5
LUNI TRUCKING INC.,510 DARA JAMES RD,DES PLAINES,IL,60016,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,350000,175000,1/19/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),6.1,84,484121,"General Freight Trucking, Long Distance, Truckload",COMMIT,0,,0,1,5
"C & H Fitness 1, Inc.",655 CAVALCADE CIR,NAPERVILLE,IL,60540,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,204000,102000,1/18/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),7.95,84,713940,Fitness and Recreational Sports Centers,COMMIT,0,,0,0,16
"Cover Up Window Wells, Inc.",325 BEINORIS DR,WOOD DALE,IL,60191,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,100000,50000,1/17/18,2018,1/31/18,SBA EXPRES,FA$TRK (Small Loan Express),7.7,84,238350,Finish Carpentry Contractors,EXEMPT,0,,0,1,4
Glada Inc,871 E Coach Rd Unit 6,PALATINE,IL,60074,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,33000,16500,1/12/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),7.35,60,484121,"General Freight Trucking, Long Distance, Truckload",COMMIT,0,,0,0,0
Hush Holdings LLC,24913 S Sage St,Channahon,IL,60410,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,183600,91800,1/12/18,2018,2/28/18,SBA EXPRES,FA$TRK (Small Loan Express),5.6,120,812112,Beauty Salons,EXEMPT,0,,0,0,14
"An United Transportation, Inc.",25034 Edison Ln,PLAINFIELD,IL,60585,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,40000,20000,1/12/18,2018,2/28/18,SBA EXPRES,FA$TRK (Small Loan Express),8.65,84,484121,"General Freight Trucking, Long Distance, Truckload",EXEMPT,0,,0,1,2
"STEINBERG BEHAVIOR SOLUTIONS,",4711 Gold Rd Ste 100,SKOKIE,IL,60076,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,220000,110000,1/11/18,2018,1/31/18,SBA EXPRES,FA$TRK (Small Loan Express),6.95,84,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologi",EXEMPT,0,,0,1,10
Winline Express Inc,2392 Discovery Dr Apt F,SCHAUMBURG,IL,60194,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,33800,16900,1/10/18,2018,1/31/18,SBA EXPRES,FA$TRK (Small Loan Express),7.35,36,484110,"General Freight Trucking, Local",EXEMPT,0,,0,0,2
Budget Refinishers Inc.,1753 NEWPORT AVE APT 1,CHICAGO,IL,60657,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,65000,32500,1/5/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),8.75,84,238390,Other Building Finishing Contractors,COMMIT,0,,0,1,2
VINCENT & SONS HOME IMPROVEMEN,522 KINGSWAY DR,AURORA,IL,60506,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,25000,12500,1/5/18,2018,,SBA EXPRES,FA$TRK (Small Loan Express),9.4,84,236118,Residential Remodelers,COMMIT,0,,0,1,0
G&D Wood Pallets And Recycling,6550 S Oak Park Ave,CHICAGO,IL,60638,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,55000,27500,12/28/17,2018,1/31/18,SBA EXPRES,FA$TRK (Small Loan Express),8.75,84,423930,Recyclable Material Merchant Wholesalers,EXEMPT,0,,0,1,1
9047 LLC,9047 Terminal Street,SKOKIE,IL,60077,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,350000,262500,12/26/17,2018,2/28/18,PLP,Guaranty,5,300,311941,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",EXEMPT,0,,0,0,3
"Bedell Builders, Inc.",641 INNSBRUCK CT,LIBERTYVILLE,IL,60048,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,100000,50000,12/22/17,2018,2/28/18,SBA EXPRES,FA$TRK (Small Loan Express),6.2,84,236118,Residential Remodelers,EXEMPT,0,,0,1,2
Steady Source Co.,930 E Tower Ct Unit 8,PALATINE,IL,60074,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,12000,6000,12/21/17,2018,,SBA EXPRES,FA$TRK (Small Loan Express),10.3,84,488510,Freight Transportation Arrangement,COMMIT,0,,0,1,4
DVS Solutions Incorporated,10S177 ONEILL DR,WILLOWBROOK,IL,60527,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,25000,12500,12/20/17,2018,12/31/17,SBA EXPRES,FA$TRK (Small Loan Express),8.4,84,541511,Custom Computer Programming Services,EXEMPT,0,,0,1,1
WARNER AESTHETIC & RECONSTRUCT,570 Lincoln Ave,WINNETKA,IL,60093,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,293000,219750,12/20/17,2018,,PLP,Guaranty,6,120,621111,Offices of Physicians (except Mental Health Specialists),COMMIT,0,,0,0,5
WARNER AESTHETIC & RECONSTRUCT,570 Lincoln Ave,WINNETKA,IL,60093,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,250000,125000,12/20/17,2018,,SBA EXPRES,FA$TRK (Small Loan Express),6.25,84,621111,Offices of Physicians (except Mental Health Specialists),COMMIT,0,,0,1,5
"WICKED RIVER BREWERY, LLC",5121 N Ravenswood Ave,CHICAGO,IL,60640,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,70000,35000,12/19/17,2018,12/31/17,SBA EXPRES,FA$TRK (Small Loan Express),8.75,84,312120,Breweries,EXEMPT,0,,0,0,4
"WICKED RIVER BREWERY, LLC",5121 N Ravenswood Ave,CHICAGO,IL,60640,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,172600,86300,12/19/17,2018,12/31/17,SBA EXPRES,FA$TRK (Small Loan Express),8,84,312120,Breweries,EXEMPT,0,,0,0,4
Kru Strength & Fitness LLC,5117 N CLARK ST,CHICAGO,IL,60640,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,85300,42650,12/18/17,2018,12/31/17,SBA EXPRES,FA$TRK (Small Loan Express),6.55,84,713940,Fitness and Recreational Sports Centers,EXEMPT,0,,0,0,0
Hilse Trucking Inc,3894 Ruby St Apt 1W,SCHILLER PARK,IL,60176,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,22800,11400,12/18/17,2018,12/31/17,SBA EXPRES,FA$TRK (Small Loan Express),10.1,72,484110,"General Freight Trucking, Local",EXEMPT,0,,0,0,2
Hilse Trucking Inc,3894 Ruby St Apt 1W,SCHILLER PARK,IL,60176,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,12000,6000,12/18/17,2018,1/31/18,SBA EXPRES,FA$TRK (Small Loan Express),10.3,84,484110,"General Freight Trucking, Local",EXEMPT,0,,0,1,2
Brady Construction LLC,7424 US HIGHWAY 34,OSWEGO,IL,60543,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,75000,37500,12/18/17,2018,,SBA EXPRES,FA$TRK (Small Loan Express),7.2,84,238110,Poured Concrete Foundation and Structure Contractors,COMMIT,0,,0,1,46
"MOC Law, Inc.",20 N CLARK ST STE 1600,CHICAGO,IL,60602,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,100000,50000,12/15/17,2018,,SBA EXPRES,FA$TRK (Small Loan Express),8.75,84,541110,Offices of Lawyers,COMMIT,0,,0,1,5
Intex Inc.,2754 Woodmere,DARIEN,IL,60561,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,90000,45000,12/13/17,2018,2/28/18,SBA EXPRES,FA$TRK (Small Loan Express),6.45,84,484121,"General Freight Trucking, Long Distance, Truckload",EXEMPT,0,,0,1,6
"Kiddie Scholars, INC.",1031 Kostner Ave,MATTESON,IL,60443,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,267100,200325,12/8/17,2018,1/31/18,PLP,Guaranty,6,240,624410,Child Day Care Services,EXEMPT,0,,0,0,10
"Garcia Hospitality, Inc.",14853 Founders Xing,HOMER GLEN,IL,60491,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,50000,25000,12/8/17,2018,12/31/17,SBA EXPRES,FA$TRK (Small Loan Express),7.65,84,722511,Full-Service Restaurants,EXEMPT,0,,0,1,8
"Chicago Specialty Bakers, Inc.",1152 Tower Lane,BENSENVILLE,IL,60106,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,1582000,1186500,12/7/17,2018,12/31/17,PLP,Guaranty,5,132,311812,Commercial Bakeries,EXEMPT,0,,0,0,2
"JP Transport, Inc.",4038 Judd Ave,Schiller Park,IL,60176,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,22300,11150,12/6/17,2018,12/31/17,SBA EXPRES,FA$TRK (Small Loan Express),10.1,72,484122,"General Freight Trucking, Long-Distance, Less Than Truckload",EXEMPT,0,,0,0,0
"SELA FIT, LLC",35 S Racine Ave Apt 6SE,CHICAGO,IL,60607,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,75000,37500,12/5/17,2018,12/31/17,SBA EXPRES,FA$TRK (Small Loan Express),8.6,84,454111,Electronic Shopping,EXEMPT,0,,0,0,0
"Razor Tool, LLC",568 W 5th Ave,NAPERVILLE,IL,60563,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,152300,76150,12/4/17,2018,,SBA EXPRES,FA$TRK (Small Loan Express),5.38,84,326199,All Other Plastics Product Manufacturing,COMMIT,0,,0,0,20
Kulama LLC,"790 Royal Saint George Dr., S",NAPERVILLE,IL,60563,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,428500,321375,11/28/17,2018,12/31/17,PLP,Guaranty,5,120,713940,Fitness and Recreational Sports Centers,EXEMPT,0,,0,0,5
JDT Remodeling,111 S Marilyn Ave,MELROSE PARK,IL,60164,INDIVIDUAL,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,19000,9500,11/20/17,2018,12/31/17,SBA EXPRES,FA$TRK (Small Loan Express),8.4,84,236118,Residential Remodelers,EXEMPT,0,,0,1,1
"Horvath Property Holdings 1, L",3126 LAKE AVE,GLENVIEW,IL,60026,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,828400,621300,11/20/17,2018,11/30/17,PLP,Guaranty,5,300,541320,Landscape Architectural Services,EXEMPT,0,,0,0,0
Gmediawraps LLC,13655 W Irma Lee Crt Suite 10,LAKE FOREST,IL,60045,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,20000,10000,11/20/17,2018,12/31/17,SBA EXPRES,FA$TRK (Small Loan Express),10.3,84,323111,Commercial Gravure Printing,EXEMPT,0,,0,1,2
"Double 7, Inc.",1424 Cove Dr,Prospect Heights,IL,60070,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,25000,12500,11/20/17,2018,,SBA EXPRES,FA$TRK (Small Loan Express),8.65,84,484121,"General Freight Trucking, Long Distance, Truckload",COMMIT,0,,0,1,0
"West Town Daycare, LLC",1017-33 N California,CHICAGO,IL,60622,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,748000,561000,11/17/17,2018,11/30/17,PLP,Guaranty,6,300,624410,Child Day Care Services,EXEMPT,0,,0,0,10
DENIRA INC.,6259 W Belmont Ave Apt 2W,CHICAGO,IL,60634,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,95000,47500,11/17/17,2018,,SBA EXPRES,FA$TRK (Small Loan Express),7.45,84,484121,"General Freight Trucking, Long Distance, Truckload",COMMIT,0,,0,1,1
"Abhayah, LLC",3150 SKOKIE VALLEY RD SUITE 9,HIGHLAND PARK,IL,60035,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,200000,100000,11/16/17,2018,11/30/17,SBA EXPRES,FA$TRK (Small Loan Express),8.6,84,561720,Janitorial Services,EXEMPT,0,,0,1,5
Minghin Cuisine LLC,2168 S Archer,Chicago,IL,60616,CORPORATION,American Metro Bank,4878 N Broadway St,CHICAGO,IL,60640,171000,128250,12/7/11,2012,4/1/12,RLA,Rural Lender Advantage,7.5,84,722110,Full-Service Restaurants,PIF,0,,0,0,60
"The HBK Group, LLC",108 Corsaire Lane,Schaumburg,IL,60173,CORPORATION,American Metro Bank,4878 N Broadway St,CHICAGO,IL,60640,300000,225000,2/8/12,2012,,RLA,Rural Lender Advantage,7,120,722213,Snack and Nonalcoholic Beverage Bars,CANCLD,0,,0,0,4
SHABU HOUSE INC.,301 Milwaukee,BUFFALO GROVE,IL,60089,CORPORATION,American Metro Bank,4878 N Broadway St,CHICAGO,IL,60640,225000,168750,1/2/14,2014,7/1/14,SLA,Lender Advantage Initiative,6,75,722511,Full-Service Restaurants,EXEMPT,0,,0,0,30
"West Town Daycare, LLC",1017-33 N California Ave,CHICAGO,IL,60622,CORPORATION,"JPMorgan Chase Bank, National Association",1111 Polaris Pkwy,COLUMBUS,OH,43240,150000,75000,11/16/17,2018,11/30/17,SBA EXPRES,FA$TRK (Small Loan Express),5.25,84,624410,Child Day Care Services,EXEMPT,0,,0,1,10
